"CASE_ID","CASE_PARTICIPANT_ID","DISPOSITION_DATE","ARREST_DATE","RESULT"
306996737402,425816160737,2022-12-05,2019-11-09,"Not Guilty"
307063520522,425958728255,2022-04-27,2020-03-13,"Not Guilty"
307202144525,426255510815,2021-10-18,2019-06-08,"Not Guilty"
307330549781,426547937018,2021-03-19,2019-06-17,"Not Guilty"
307409719260,426730445452,2022-07-27,2019-06-26,"Not Guilty"
307685315751,427350102859,2022-11-25,2019-07-20,"Not Guilty"
307910644268,427848011548,2022-11-02,2019-08-09,"Not Guilty"
308161055163,428394986575,2021-09-29,2019-09-03,"Not Guilty"
310261265577,433037487558,2022-09-16,2020-03-04,"Not Guilty"
310682711447,433967271734,2022-09-23,2020-04-08,"Not Guilty"
310768280545,434189445947,2020-08-24,2020-05-20,"Not Guilty"
311370980137,435723984201,2022-06-02,2020-07-24,"Not Guilty"
311724713911,436606169444,2021-07-23,2020-08-28,"Not Guilty"
312164429661,437655409517,2020-11-05,2020-10-15,"Not Guilty"
313059447330,439719497370,2021-06-02,2021-01-25,"Not Guilty"
313687126080,441121739938,2021-06-29,2021-04-01,"Not Guilty"
313960038860,441774551515,2021-06-29,2021-04-01,"Not Guilty"
314113526494,442144566731,2022-10-25,2021-05-17,"Not Guilty"
315331208818,444954554633,2022-04-19,2021-11-23,"Not Guilty"
315343182299,444981701617,2021-12-29,2021-12-15,"Not Guilty"
109772559712,109512489475,2021-03-04,2001-06-25,"Guilty"
109994688419,112225995532,2019-11-04,2001-06-30,"Guilty"
110040311509,112514294660,2014-12-04,2001-07-16,"Guilty"
110348215753,115848604533,2012-03-14,2001-10-21,"Guilty"
110898995857,116458815522,2014-03-25,2001-11-05,"Guilty"
111463710615,117090074595,2011-09-30,2001-11-29,"Guilty"
111634952030,117602565617,2019-12-03,2001-11-20,"Guilty"
112057636536,115744327100,2012-04-26,2001-09-23,"Guilty"
114766017185,61742786839,2011-09-20,2002-05-13,"Guilty"
115980809359,61501261230,2016-03-23,2002-08-12,"Guilty"
116959434952,70084935560,2011-09-08,2002-11-16,"Guilty"
116959434952,70084981416,2011-04-14,2002-11-19,"Guilty"
116985652746,70560099479,2011-07-20,2002-11-17,"Guilty"
117038501211,68723734461,2011-04-08,2002-12-02,"Guilty"
117281170631,69057477272,2016-06-10,2002-01-17,"Guilty"
117371900712,71087768966,2017-02-09,2002-02-01,"Guilty"
119232228637,84839596085,2014-07-14,2003-01-29,"Guilty"
119466021166,85323747857,2013-04-16,2003-02-02,"Guilty"
120124769034,85230980378,2012-08-30,2003-03-06,"Guilty"
120292088102,82599511404,2019-06-17,2016-10-08,"Guilty"
121369185250,78331748844,2013-08-23,2002-12-19,"Guilty"
121396435241,79017164314,2012-06-18,2002-12-18,"Guilty"
122252951976,80699130865,2011-12-20,2002-12-25,"Guilty"
123084799213,84561614645,2013-10-24,2003-04-14,"Guilty"
123687189147,86677153369,2011-12-16,2004-02-20,"Guilty"
123865139840,86412332713,2011-09-30,2004-04-08,"Guilty"
123895383200,86477861495,2011-02-22,2004-04-18,"Guilty"
123895383200,86757860616,2011-02-22,2004-04-18,"Guilty"
124927579796,86815547955,2011-09-01,2004-05-09,"Guilty"
125166017210,87148740489,2011-08-09,2004-05-07,"Guilty"
125237341995,87197118982,2011-09-07,2004-04-13,"Guilty"
125677367404,87389027976,2012-04-12,2004-05-23,"Guilty"
125697908116,86032779368,2016-04-27,2003-07-14,"Guilty"
126892882115,86515234453,2011-04-15,2004-07-02,"Guilty"
127246822328,83478257417,2013-02-20,2003-09-10,"Guilty"
127644114798,87335880420,2017-08-01,2004-09-14,"Guilty"
127731851509,90168796518,2022-02-25,2004-01-23,"Guilty"
127838064539,87288923476,2012-04-16,2004-07-20,"Guilty"
127838064539,87288969332,2012-06-13,2004-07-20,"Guilty"
127838064539,87591667366,2012-04-05,2004-08-24,"Guilty"
128498360701,83809661552,2013-09-19,2003-06-26,"Guilty"
128949740273,87652427084,2013-08-29,2002-12-13,"Guilty"
129106737375,84038209803,2017-01-30,2003-10-06,"Guilty"
129752686005,84405794630,2011-07-07,2003-12-01,"Guilty"
129793664210,84395568655,2012-09-11,2003-12-08,"Guilty"
129904522124,90529365317,2012-01-17,2004-02-25,"Guilty"
129983381944,89260243851,2013-01-02,2004-10-24,"Guilty"
130344857192,89276568726,2012-11-05,2004-11-06,"Guilty"
130677843814,89880864241,2012-01-12,2004-12-02,"Guilty"
131530747862,91351570400,2011-09-13,2005-05-11,"Guilty"
131916273290,91628130292,2011-12-01,2005-05-24,"Guilty"
132076573422,89659561300,2015-12-28,2005-06-16,"Guilty"
132215610303,89710416037,2013-01-22,2005-06-28,"Guilty"
132252872600,89601919817,2011-04-13,2005-07-08,"Guilty"
132355782601,89701428185,2013-08-09,2005-07-07,"Guilty"
134151082141,95869617140,2012-10-29,2006-04-09,"Guilty"
135296097825,96250316895,2011-04-07,2006-05-02,"Guilty"
136124022715,96719748765,2011-01-04,2006-05-29,"Guilty"
136124022715,97135849654,2018-08-30,2006-05-12,"Guilty"
136159530278,97218482869,2013-03-26,2006-05-18,"Guilty"
136311159958,96741851546,2014-03-17,2005-05-08,"Guilty"
136311159958,96741897402,2014-03-17,2006-06-07,"Guilty"
136311159958,97165931446,2011-12-09,2005-05-09,"Guilty"
136641359649,91894831060,2013-10-11,2005-01-08,"Guilty"
137013260082,91782987323,2022-01-10,2006-06-05,"Guilty"
137592632032,92610236609,2013-03-01,2005-03-05,"Guilty"
138380198035,93054860173,2014-03-27,2005-03-13,"Guilty"
138983826604,92537645943,2011-06-20,2006-07-13,"Guilty"
140014371686,92655084159,2011-11-30,2006-08-02,"Guilty"
140333733313,93153405556,2011-01-21,2006-07-26,"Guilty"
140819278592,92761883693,2013-01-28,2006-08-02,"Guilty"
141293263269,92907477733,2012-01-13,2006-08-18,"Guilty"
141788717635,93074303282,2011-10-18,2006-08-30,"Guilty"
142055334016,93592709778,2012-02-23,2006-09-05,"Guilty"
142069062230,92887759485,2011-01-18,2006-08-30,"Guilty"
142542530809,93525484309,2013-03-06,2006-09-22,"Guilty"
142542530809,93852256949,2012-04-23,2006-09-09,"Guilty"
142613133056,93804153595,2015-06-09,2006-09-20,"Guilty"
142660820539,93403643879,2014-03-13,2006-07-20,"Guilty"
143398015348,91133614976,2011-06-23,2005-04-11,"Guilty"
143668141197,93749767916,2011-02-10,2006-10-26,"Guilty"
143668244417,93712028106,2011-02-10,2006-10-26,"Guilty"
143748239653,93637007051,2011-07-11,2006-10-15,"Guilty"
143748239653,93742339180,2011-07-11,2006-10-15,"Guilty"
144434340730,94462284513,2011-04-12,2006-11-08,"Guilty"
144489976127,94046825614,2012-08-02,2006-11-16,"Guilty"
144658637051,94400653524,2011-06-22,2006-11-09,"Guilty"
144907293211,99497224487,2014-04-07,2007-03-30,"Guilty"
145131279872,99151559015,2014-09-19,2007-04-05,"Guilty"
145713851631,94431698300,2011-10-20,2006-01-28,"Guilty"
145713851631,94431744157,2011-10-21,2006-01-31,"Guilty"
145923697199,101385636508,2013-11-14,2008-04-22,"Guilty"
146005240730,101519904020,2012-02-17,2008-05-04,"Guilty"
146143761513,101550581945,2011-04-28,2008-04-21,"Guilty"
147378062203,95019898222,2011-02-09,2006-03-10,"Guilty"
147878883992,98097137170,2011-10-07,2007-03-14,"Guilty"
147909849890,98161015122,2013-04-26,2007-04-12,"Guilty"
148098432208,98173946624,2011-11-28,2007-04-26,"Guilty"
148109683151,95328786869,2011-08-22,2006-03-25,"Guilty"
148609059864,98713263634,2012-06-22,2007-05-24,"Guilty"
148887649725,98554829804,2011-08-04,2007-06-07,"Guilty"
149248608875,98594633151,2011-08-03,2007-06-12,"Guilty"
149359982888,103915900429,2011-12-06,2008-12-20,"Guilty"
149401580410,99076675529,2011-12-02,2007-06-13,"Guilty"
149404367341,103895677760,2011-05-05,2008-12-07,"Guilty"
149409528324,98735641552,2012-03-06,2007-06-17,"Guilty"
149426869227,103915212583,2011-08-25,2008-11-26,"Guilty"
149485497994,103610038303,2011-11-16,2008-12-21,"Guilty"
149501084162,98756918917,2015-01-30,2007-06-20,"Guilty"
149653023501,103480677425,2012-02-15,2008-12-14,"Guilty"
149730438246,100144212302,2011-09-28,2008-12-29,"Guilty"
149768216641,103578672532,2013-10-23,2009-09-18,"Guilty"
149771829329,103618430023,2012-09-11,2008-12-21,"Guilty"
149805685378,98833315664,2014-02-10,2007-07-01,"Guilty"
149838715669,98823456540,2011-05-20,2007-06-22,"Guilty"
149904673031,103563035503,2013-03-22,2008-12-21,"Guilty"
149950709000,93494531246,2013-01-15,2006-01-13,"Guilty"
149978165429,100448331885,2015-04-01,2009-04-22,"Guilty"
150026162571,98843404070,2012-12-18,2007-07-03,"Guilty"
150045877526,100515970061,2011-03-01,2008-11-25,"Guilty"
150058573544,100214510149,2012-07-27,2008-12-01,"Guilty"
150076740204,98764622791,2013-12-06,2007-06-26,"Guilty"
150080559331,100152328883,2019-06-24,2008-12-01,"Guilty"
150098829211,100590899403,2015-06-29,2009-04-30,"Guilty"
150183366112,100444938512,2016-03-18,2008-11-26,"Guilty"
150184398309,99209246354,2011-02-01,2007-07-08,"Guilty"
150260161539,99229193884,2013-01-22,2007-07-19,"Guilty"
150265322522,98852300210,2011-09-26,2007-07-18,"Guilty"
150372361309,98862251047,2011-04-27,2007-07-17,"Guilty"
150407972092,98788834965,2013-05-23,2007-07-14,"Guilty"
150407972092,98845284182,2016-01-05,2007-07-14,"Guilty"
150413236294,96947746739,2011-08-04,2007-07-31,"Guilty"
150578387750,97078620878,2011-05-24,2007-07-30,"Guilty"
150773576126,96701635491,2012-05-01,2007-08-04,"Guilty"
150773576126,97112921458,2012-05-01,2007-08-04,"Guilty"
151023367702,96683568073,2018-08-03,2007-08-05,"Guilty"
151220310813,96876302483,2013-09-16,2007-08-31,"Guilty"
151229187704,96924038985,2014-11-24,2007-09-07,"Guilty"
151269030492,98757469194,2018-01-10,2007-06-27,"Guilty"
151270888446,96575851412,2011-06-28,2007-07-20,"Guilty"
151271714203,96748913430,2022-07-07,2007-08-06,"Guilty"
151271714203,96793210703,2018-01-22,2007-08-06,"Guilty"
151271817423,96684668626,2018-01-22,2007-08-06,"Guilty"
151271817423,97081876682,2016-06-24,2007-08-06,"Guilty"
151277288065,96836269854,2012-10-24,2007-08-26,"Guilty"
151344174404,96846449972,2016-03-31,2007-09-03,"Guilty"
151431291797,97327804505,2012-05-15,2007-09-05,"Guilty"
151711946052,97047805384,2014-05-29,2007-09-20,"Guilty"
151734964036,97363801771,2017-02-03,2007-09-08,"Guilty"
151879677999,94173847816,2014-01-27,2006-06-24,"Guilty"
151883910005,97026207024,2013-04-24,2007-09-08,"Guilty"
151989194057,97162813211,2012-05-10,2007-09-26,"Guilty"
152027798210,97572723487,2011-04-05,2007-10-04,"Guilty"
152567533810,97615553356,2014-01-16,2007-10-25,"Guilty"
152567533810,97615599212,2014-05-13,2007-10-25,"Guilty"
152633387953,97523336154,2011-03-18,2007-10-16,"Guilty"
152696351946,97593267150,2012-08-27,2007-10-29,"Guilty"
152732582046,96900101949,2011-05-06,2007-09-21,"Guilty"
152812886941,97766741875,2011-02-15,2007-11-14,"Guilty"
152834769509,97677230201,2011-12-01,2007-11-06,"Guilty"
153171988137,101726716342,2014-06-05,2011-05-22,"Guilty"
153284291127,97954982359,2013-09-10,2007-01-05,"Guilty"
153427663234,97843918181,2011-04-07,2007-11-08,"Guilty"
153631005963,98071274165,2011-04-12,2007-01-30,"Guilty"
153807924460,98395524703,2015-01-30,2007-02-08,"Guilty"
153928381803,98891003004,2014-01-10,2007-02-17,"Guilty"
154035523809,98634940918,2012-09-10,2007-02-28,"Guilty"
154050800319,102447441232,2014-04-25,2012-11-15,"Guilty"
154090849547,98604904983,2011-02-15,2007-03-10,"Guilty"
154114383629,98414646818,2011-04-02,2007-01-20,"Guilty"
154134717902,97921965757,2013-05-14,2007-01-11,"Guilty"
154142872255,98677312223,2013-12-09,2007-03-09,"Guilty"
154274064443,98713859767,2011-11-09,2007-04-04,"Guilty"
154274064443,98713905623,2011-09-13,2007-03-07,"Guilty"
154597038758,95029711490,2013-05-16,2007-09-20,"Guilty"
154597141977,94673453191,2011-01-14,2006-12-26,"Guilty"
154637913743,95028152373,2012-05-29,2006-12-06,"Guilty"
154685188347,94619205081,2015-05-17,2006-11-30,"Guilty"
154833721437,94596276886,2016-08-30,2006-12-12,"Guilty"
154834134316,94665061472,2011-06-06,2006-11-27,"Guilty"
154835166513,95027647952,2022-12-22,2006-12-19,"Guilty"
154835476172,94670105675,2011-10-26,2006-12-14,"Guilty"
154928580304,102799664169,2016-02-01,2012-08-29,"Guilty"
155206654068,95147837552,2014-07-23,2006-12-20,"Guilty"
155252070718,94665244897,2011-04-20,2006-11-15,"Guilty"
155468522344,102934206819,2014-12-23,2010-02-09,"Guilty"
155626448423,104664643574,2012-01-30,2009-05-18,"Guilty"
155633880239,104657902685,2011-03-17,2009-05-16,"Guilty"
155645544060,102948605725,2015-01-14,2010-03-25,"Guilty"
155658549737,103360992246,2014-07-09,2010-03-21,"Guilty"
155689309196,105559806175,2011-10-20,2009-05-27,"Guilty"
155689722075,105158150050,2014-11-17,2009-05-19,"Guilty"
155712223960,102978595805,2021-09-29,2017-08-04,"Guilty"
155720791192,105061851629,2016-05-03,2009-05-20,"Guilty"
155721100851,105061943342,2014-01-15,2009-05-14,"Guilty"
155729564863,103004733947,2013-03-18,2010-05-01,"Guilty"
155743293078,102965435021,2013-06-18,2011-02-13,"Guilty"
155743293078,346703064853,2013-05-15,2011-02-27,"Guilty"
155768581894,104681243588,2011-03-16,2009-05-02,"Guilty"
155771575265,105082532862,2011-08-22,2009-05-29,"Guilty"
155787987190,105138064951,2011-11-29,2009-06-02,"Guilty"
155792115977,94625395694,2011-09-26,2006-12-21,"Guilty"
155792115977,95068505996,2011-09-26,2006-12-21,"Guilty"
155835365014,103036925134,2012-02-17,2010-10-04,"Guilty"
155835365014,343090269120,2011-08-30,2010-09-07,"Guilty"
155876652878,105166679338,2015-06-16,2009-05-08,"Guilty"
155876859317,104675373970,2012-09-13,2009-05-15,"Guilty"
155877065757,105036080338,2013-12-19,2009-05-19,"Guilty"
155981936931,105561319436,2013-02-01,2009-05-29,"Guilty"
156096097874,105564621096,2016-06-07,2009-05-29,"Guilty"
156154829861,105504778506,2016-02-23,2009-06-15,"Guilty"
156154829861,105881442899,2016-04-27,2009-06-15,"Guilty"
156158958647,105505833203,2013-01-14,2009-06-24,"Guilty"
156158958647,105882130744,2019-02-05,2008-03-20,"Guilty"
156358688689,105914688782,2015-04-08,2009-06-19,"Guilty"
156523736924,105973384962,2013-10-04,2009-06-25,"Guilty"
156568637476,106338860395,2012-01-13,2009-06-27,"Guilty"
156569463233,106339410671,2011-09-23,2009-06-26,"Guilty"
156739362793,106418971509,2012-01-09,2009-05-02,"Guilty"
156768573957,105991452380,2014-03-25,2009-06-30,"Guilty"
156773012402,106584834074,2011-09-16,2009-07-20,"Guilty"
156836698932,106542095918,2014-07-31,2009-07-08,"Guilty"
156851562563,105942569467,2014-08-14,2009-06-30,"Guilty"
156857033205,106600241821,2011-12-19,2009-07-16,"Guilty"
156966136385,106656645182,2013-11-26,2009-07-25,"Guilty"
156966858923,106799212700,2012-04-26,2009-07-26,"Guilty"
156972226345,106591666676,2011-09-30,2009-07-23,"Guilty"
157026829545,106016948533,2012-07-19,2009-07-20,"Guilty"
157026829545,106460379830,2012-07-19,2007-09-07,"Guilty"
157028687499,106721577831,2012-12-20,2009-07-31,"Guilty"
157046441281,106017223671,2016-07-19,2009-07-09,"Guilty"
157046441281,106017269528,2012-11-07,2008-07-03,"Guilty"
157047576697,107066647170,2012-10-24,2009-07-19,"Guilty"
157064298282,106687047969,2015-06-29,2009-08-17,"Guilty"
157064298282,106802606073,2015-06-29,2009-07-21,"Guilty"
157116114551,106865429328,2012-12-07,2009-08-05,"Guilty"
157159879687,106825075704,2011-03-18,2009-08-09,"Guilty"
157187955434,106810814367,2011-10-12,2009-08-06,"Guilty"
157187955434,106848554176,2011-02-15,2009-08-08,"Guilty"
157188368313,107274422476,2013-10-08,2009-08-06,"Guilty"
157237810530,106901976871,2012-05-30,2009-08-05,"Guilty"
157310270731,107275431316,2011-05-24,2009-08-11,"Guilty"
157310683609,106903031568,2021-08-04,2009-08-16,"Guilty"
157315534933,106676455142,2011-09-27,2009-08-03,"Guilty"
157328540610,106865796179,2012-08-30,2009-08-07,"Guilty"
157331946859,106844060250,2014-09-03,2009-07-31,"Guilty"
157360641924,106891338189,2012-04-24,2009-08-09,"Guilty"
157360641924,107259977713,2012-04-24,2009-08-08,"Guilty"
157360848364,106883221608,2013-10-21,2009-07-31,"Guilty"
157376537752,106887394539,2011-03-28,2009-08-09,"Guilty"
157379118244,106850709427,2015-04-08,2009-07-30,"Guilty"
157453539618,107259381580,2011-08-26,2009-08-07,"Guilty"
157463448705,106853093959,2012-02-09,2009-08-05,"Guilty"
157467474272,106675446302,2011-06-03,2009-07-29,"Guilty"
157499162708,106895969684,2011-07-11,2009-09-03,"Guilty"
157546850190,106913761964,2014-07-09,2009-08-29,"Guilty"
157546850190,106995065344,2014-07-31,2009-06-24,"Guilty"
157546850190,107430013209,2014-07-09,2009-08-06,"Guilty"
157581119117,106862998939,2011-01-10,2009-08-26,"Guilty"
157582357753,106929857557,2016-02-10,2009-08-14,"Guilty"
157582460973,106936002313,2016-02-10,2009-08-14,"Guilty"
157592163621,106897941509,2014-03-11,2009-09-03,"Guilty"
157607336911,106913028261,2012-04-23,2009-08-24,"Guilty"
157633245046,107442119296,2011-07-05,2009-08-26,"Guilty"
157647386139,106885331001,2015-01-15,2009-08-25,"Guilty"
157698995969,106894227141,2014-03-19,2009-06-01,"Guilty"
157698995969,107420337511,2011-11-04,2009-06-01,"Guilty"
157698995969,107420383367,2014-03-19,2009-08-14,"Guilty"
157720052779,107474769046,2013-02-22,2009-07-02,"Guilty"
157757418296,107864823505,2011-08-01,2009-09-11,"Guilty"
157763714695,107547130431,2011-07-18,2009-09-05,"Guilty"
157852586822,107473072360,2013-05-01,2009-06-26,"Guilty"
157852999701,107866611904,2014-06-02,2009-09-08,"Guilty"
157866831135,107496871826,2011-11-03,2009-09-08,"Guilty"
157867037575,107539655839,2011-04-05,2009-09-03,"Guilty"
157875398367,107547405569,2012-11-09,2008-11-18,"Guilty"
157941149290,107498109949,2012-12-06,2009-09-06,"Guilty"
158060264777,108255565809,2011-01-18,2009-09-27,"Guilty"
158167819663,107621830491,2013-04-11,2009-08-05,"Guilty"
158167819663,108032703751,2013-04-11,2009-09-09,"Guilty"
158261130235,107966624692,2012-07-13,2008-06-20,"Guilty"
158261130235,107966670548,2012-07-13,2008-06-20,"Guilty"
158261130235,107966716404,2011-09-27,2008-06-20,"Guilty"
158313978701,108260289017,2012-01-13,2009-09-23,"Guilty"
158316043094,108107541380,2011-03-24,2009-09-27,"Guilty"
158316043094,108107587236,2011-01-21,2009-09-27,"Guilty"
158316043094,108107633093,2011-07-19,2009-09-27,"Guilty"
158339267517,108135559635,2011-04-12,2009-10-02,"Guilty"
158339267517,108368189104,2012-08-01,2009-10-20,"Guilty"
158456628270,108626268870,2012-08-28,2009-10-09,"Guilty"
158466743797,108626085445,2014-05-29,2009-10-16,"Guilty"
158811187801,108174262428,2011-06-01,2009-10-14,"Guilty"
158854023960,108602790398,2014-03-04,2009-10-06,"Guilty"
158919568444,108175087843,2014-10-02,2009-10-09,"Guilty"
158922561814,108151425946,2019-01-28,2009-01-01,"Guilty"
158942483208,108160688937,2013-08-09,2009-10-12,"Guilty"
158942483208,108602744542,2013-08-09,2009-10-12,"Guilty"
158968081684,108328294044,2013-09-23,2009-10-29,"Guilty"
158968081684,108793644696,2013-09-23,2009-10-28,"Guilty"
158993576940,108744486645,2022-03-10,2009-10-25,"Guilty"
159163063621,108501401919,2012-12-14,2009-11-09,"Guilty"
159180507743,108473154382,2014-01-08,2009-10-29,"Guilty"
159190829709,108411706819,2012-02-06,2009-09-19,"Guilty"
159190829709,108489846108,2011-08-18,2009-09-19,"Guilty"
159190829709,108489891965,2011-05-20,2009-09-19,"Guilty"
159222414925,100097805635,2011-02-23,2008-02-07,"Guilty"
159222414925,100484650146,2011-02-23,2008-05-07,"Guilty"
159226646931,99992932070,2011-05-05,2007-10-21,"Guilty"
159226646931,99992977926,2017-04-04,2007-12-06,"Guilty"
159229846741,108429911806,2013-07-29,2009-11-04,"Guilty"
159236762458,100441866133,2011-05-19,2008-05-04,"Guilty"
159254825898,108483059363,2012-09-13,2009-10-27,"Guilty"
159284037062,100163701268,2011-06-07,2008-05-12,"Guilty"
159289507704,108505712420,2011-10-21,2009-11-03,"Guilty"
159289507704,108505758276,2011-06-02,2009-11-03,"Guilty"
159294771906,100197130577,2013-10-29,2008-05-06,"Guilty"
159301274745,108863667405,2012-11-15,2009-11-30,"Guilty"
159319544625,108491542795,2012-02-17,2009-08-15,"Guilty"
159319544625,108852203307,2012-04-17,2009-11-17,"Guilty"
159326150683,108875590066,2012-05-31,2009-11-08,"Guilty"
159528667655,100728055867,2011-02-18,2008-05-29,"Guilty"
159549621246,108525522380,2012-02-27,2009-11-19,"Guilty"
159563865559,103230943522,2012-02-10,2009-01-15,"Guilty"
159563865559,103277304333,2012-03-27,2007-11-13,"Guilty"
159563865559,103277350189,2014-07-24,2007-11-13,"Guilty"
159563865559,103689415715,2018-07-26,2007-11-14,"Guilty"
159564691316,103690286987,2011-10-14,2009-01-23,"Guilty"
159724372130,100720214424,2011-04-27,2007-12-15,"Guilty"
159763492381,103257540229,2012-03-12,2008-10-04,"Guilty"
159787439342,100475066160,2015-08-28,2008-06-04,"Guilty"
159827591789,103351545829,2012-04-02,2009-01-24,"Guilty"
159831204478,103270425874,2013-06-24,2009-02-01,"Guilty"
159831204478,103270471731,2013-04-17,2009-02-01,"Guilty"
159831204478,103701705228,2013-09-23,2009-02-01,"Guilty"
159831204478,103701751084,2013-06-14,2009-02-01,"Guilty"
159832030235,108871279565,2013-04-17,2009-11-09,"Guilty"
159832443113,103296472304,2016-01-29,2009-01-05,"Guilty"
159833991408,100721039839,2012-04-03,2008-06-02,"Guilty"
159845242351,103700467105,2014-03-07,2009-01-27,"Guilty"
159857319051,103312934749,2013-11-22,2009-01-14,"Guilty"
159871150486,100814036600,2014-07-03,2008-06-11,"Guilty"
159888594608,100381794262,2011-12-19,2008-06-20,"Guilty"
159901393846,100133665332,2011-07-12,2008-05-21,"Guilty"
159915947818,103301424795,2013-12-12,2009-01-05,"Guilty"
160038469554,103280697706,2012-03-23,2009-01-19,"Guilty"
160054778260,101242197718,2012-03-01,2008-06-16,"Guilty"
160089976164,100845310658,2014-05-16,2008-06-18,"Guilty"
160307459987,101182997118,2011-07-02,2008-06-14,"Guilty"
160317575514,101386737062,2012-08-07,2008-06-26,"Guilty"
160325110549,100851913978,2014-03-11,2008-07-03,"Guilty"
160361340649,101374309980,2012-02-02,2008-06-24,"Guilty"
160393648403,101328545302,2013-08-06,2008-06-21,"Guilty"
160520918243,103617512895,2011-07-15,2007-11-16,"Guilty"
160522466538,103589357071,2013-01-09,2009-02-15,"Guilty"
160539394562,103557441023,2013-07-18,2009-02-15,"Guilty"
160539394562,103557486880,2013-04-26,2009-02-15,"Guilty"
160543523349,103525203981,2014-02-06,2009-02-10,"Guilty"
160623931463,104074746966,2014-06-13,2009-02-24,"Guilty"
160701552647,103835055612,2011-04-19,2008-06-17,"Guilty"
160736028014,101438142075,2011-12-12,2008-07-09,"Guilty"
160749446570,103721836184,2013-06-03,2009-02-20,"Guilty"
160807559238,103642137777,2015-03-23,2009-03-13,"Guilty"
160807559238,103642183633,2015-09-23,2009-03-13,"Guilty"
160866807322,101179695458,2014-07-17,2008-07-14,"Guilty"
160866807322,101408335422,2014-05-22,2008-06-09,"Guilty"
160866807322,101676366025,2014-07-22,2008-07-01,"Guilty"
160883322468,103843630757,2022-01-31,2009-03-10,"Guilty"
160958156721,104099967980,2011-03-21,2009-03-15,"Guilty"
161012656702,103879628024,2011-01-27,2009-03-20,"Guilty"
161028552529,103856241264,2012-01-17,2009-03-06,"Guilty"
161158609300,105089686459,2015-12-18,2012-12-10,"Guilty"
161237675560,103850188221,2014-04-02,2009-02-26,"Guilty"
161237675560,104188241532,2014-05-27,2009-02-24,"Guilty"
161300020234,103851105349,2013-01-30,2009-03-17,"Guilty"
161314367767,103968039145,2015-05-14,2009-03-27,"Guilty"
161314367767,103968085001,2015-05-14,2009-01-03,"Guilty"
161324276854,101508073071,2011-03-16,2008-07-27,"Guilty"
161324276854,101508118928,2011-03-22,2008-07-27,"Guilty"
161324276854,101961867912,2011-06-02,2008-07-27,"Guilty"
161324276854,101961913769,2011-07-15,2008-08-15,"Guilty"
161339140485,101500781905,2012-11-06,2008-04-22,"Guilty"
161339140485,101500827761,2012-08-28,2008-07-28,"Guilty"
161440295751,101928071753,2012-12-11,2008-07-30,"Guilty"
161455469041,101477945423,2012-03-08,2008-07-31,"Guilty"
161593576946,101582589706,2012-02-17,2008-07-22,"Guilty"
161601628079,104467277669,2012-03-09,2009-04-08,"Guilty"
161616594930,104180262520,2016-08-30,2009-04-22,"Guilty"
161630529584,101718095340,2013-02-22,2008-08-22,"Guilty"
161650244539,101511925008,2022-03-10,2008-07-28,"Guilty"
161685029564,101877813149,2011-10-13,2008-08-21,"Guilty"
161702576906,103951576700,2011-11-21,2009-03-27,"Guilty"
161704228421,102066558052,2022-08-24,2008-07-31,"Guilty"
161710937699,104139221051,2014-06-03,2009-04-17,"Guilty"
161723014399,104422292550,2013-03-20,2009-04-04,"Guilty"
161728588261,101639314061,2011-04-08,2008-08-10,"Guilty"
161805177248,101594237229,2012-06-08,2008-08-12,"Guilty"
161818699024,104420091443,2012-01-13,2009-05-01,"Guilty"
161877121351,104199797343,2014-02-14,2009-04-30,"Guilty"
161877121351,104415597517,2017-06-18,2009-04-30,"Guilty"
161884243507,102271948826,2011-04-12,2008-08-16,"Guilty"
161934717921,104266380822,2013-07-24,2008-12-23,"Guilty"
161951852384,102285705743,2011-10-31,2007-12-18,"Guilty"
162018325845,104196770821,2012-06-04,2009-04-24,"Guilty"
162018429065,102252826711,2011-09-29,2008-08-14,"Guilty"
162024415805,104415643373,2011-01-24,2009-05-02,"Guilty"
162040724511,104196724965,2013-04-03,2009-04-26,"Guilty"
162058581512,104249413957,2015-09-28,2009-04-23,"Guilty"
162058581512,104249459814,2015-11-20,2009-04-23,"Guilty"
162060336247,102272315677,2011-06-07,2008-08-19,"Guilty"
162073238704,101942378946,2015-05-14,2007-12-30,"Guilty"
162094914833,104695000505,2011-01-06,2009-04-27,"Guilty"
162180587150,101979109915,2022-04-25,2008-09-03,"Guilty"
162180587150,102412085955,2011-06-09,2008-09-03,"Guilty"
162223423309,98932503037,2012-04-05,2008-09-02,"Guilty"
162223423309,98932548893,2012-01-24,2008-09-02,"Guilty"
162223423309,99334892864,2012-02-16,2008-09-02,"Guilty"
162223423309,99334938721,2012-02-21,2008-09-02,"Guilty"
162297431805,105265270578,2012-02-06,2010-04-03,"Guilty"
162315804904,105312915368,2014-06-16,2009-04-30,"Guilty"
162315908124,105652573653,2014-08-27,2010-04-14,"Guilty"
162340680842,105319839683,2015-11-09,2010-04-12,"Guilty"
162397761314,98912234512,2011-06-30,2008-09-09,"Guilty"
162488284955,98951350014,2013-01-16,2007-12-23,"Guilty"
162572408978,99390103959,2014-10-20,2008-09-09,"Guilty"
162724141878,99083645700,2011-06-06,2007-11-26,"Guilty"
162724141878,99119872249,2011-01-12,2007-11-25,"Guilty"
162724141878,99119918105,2011-05-11,2007-11-27,"Guilty"
162724141878,99345210552,2011-04-25,2007-11-25,"Guilty"
